año,secretaria,nombreestablecimiento,zona,direccion,telefono,nombre_Rector,tipo_Establecimiento,etnias,sector,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,calendario,internado,estrato_Socio_Economico,correo_Electronico
2016,BOGOTA,COLEGIO ENTRE NUBES SUR ORIENTAL (IED),URBANA,CL 43 B SUR 1 D 03 ESTE,2068676 -- 3644228,GABRIEL ENRIQUE SARMIENTO BARRERA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,SV-BAJA VISIÓN,,4,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,ceanibalfernande4@redp.edu.co
2016,BOGOTA,COL REUVEN FEUERSTEIN                                                                               ,URBANA,KR 100 B 153 85,5370405 -- 5364766,LUZ CONSUELO PINEDA GUEVARA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,feuersteinschool@hotmail.com
2016,BOGOTA,COL DE NSTRA SRA DE LA PRESENTACION CENTRO                                                          ,URBANA,CL 19 19 27,3706135 / 36 / 37,ANA FERNANDEZ CALDERON,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,contactenos@colprecentro.com
2016,BOGOTA,COLEGIO INTEGRADA LA CANDELARIA (IED),URBANA,CL 14 1 B 24,2438514 / 3365243,CARLOS ALBERTO CASTELLANOS RUBIO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,3,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedlaconcordia17@redp.edu.co
2016,BOGOTA,JARD INF CANCIONES Y GARABATOS                                                                      ,URBANA,KR 18 4 56 SUR,5611347 / 2468417                                 ,ROSALBA MORENO,CENTRO EDUCATIVO,,,,PREESCOLAR,"MAÑANA,COMPLETA",,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jacanga_90@hotmail.com
2016,BOGOTA,COL NSTRA SRA DE LORETO                                                                             ,URBANA,KR 78 H 56 B 26 SUR,7770765,ZORAIDA NIÑO CASTIBLANCO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,col_nuestraseoradeloreto@hotmail.com
2016,BOGOTA,COL NUEVO GIMN                                                                                      ,URBANA,CL 81 11 71,2578444,LUZ STELLA URICOECHEA MORALES,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"TRANSTORNO DEL ESPECTRO AUTISTA,DI-COGNITIVO,OTRA DISCAPACIDAD,LIMITACIÓN FISICA (MOVILIDAD),MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN",INGLÉS,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,A,,,direccion@colegionuevogimnasio.edu.co -- secretaria@colegionuevogimnasio.edu.co
2016,BOGOTA,LIC  PSICOPEDAG AMERICA LATINA,URBANA,CL 40 B SUR 99 33,5727155,ASTRID JOHANNA BARRERA RAMIREZ,CENTRO EDUCATIVO,AMORÚA,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceop-americalatina@hotmail.com
2016,BOGOTA,COL MARIA AUXILIADORA NORTE,URBANA,KR 8 G 166 70,6740258 -- 6711042,SOR STELLA DIEZ MUÑOZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,COMUNIDAD RELIGIOSA,PERSONA NATURAL,NO APLICA,NO,A,,,auxiliadora170@latinmail.com -- colegiomauxinorte@gmail.com
2016,BOGOTA,CENT MARIA AUXILIADORA                                                                              ,URBANA,CL 170 8 41,6711158,SOR DIVIAM DUARTE TORRES,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,A,,,cmasecretaria@yahoo.com -- cenmauxi@hotmail.com
2016,BOGOTA,CENT DE DESARROLLO INFANTIL CRECER                                                                  ,URBANA,DG 88 112 I 46 MZ 28 CS 34,4317976,LUZ NELLY LOPEZ CARDENAS,CENTRO EDUCATIVO,NEGRITUDES,,,PREESCOLAR,MAÑANA,,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,cdicrecer@terra.com   cdicrecer@hotmail.com                              
2016,BOGOTA,COLEGIO SIMON RODRIGUEZ (IED),URBANA,CL 69 11 27,2358681,ROSARIO EMPERATRIZ BUELVAS GARAY,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,3,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,coldisimonrodrigue2@redp.edu.co
2016,BOGOTA,COLEGIO RUR LA MAYORIA (CED),RURAL,KM 19 VIA SAN JUAN SUMAPAZ,6392114,JULIO ABEL MORENO CAMACHO,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedlamayoria5@redp.edu.co
2016,BOGOTA,COL ANTARES                                                                                         ,URBANA,KR 68 G 39 D 25 SUR,2040748 -- 3118735308,GINES SALCEDO ARRIETA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,FIN DE SEMANA",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,col_antares@hotmail.com
2016,BOGOTA,LIC MARIA LEONZA                                                                                    ,URBANA,CR. 108 NO.23-82,2673832 / 5489742                                 ,MARY LUCIA SALGUERO TERAN,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,lmarialeonza@yahoo.com                            
2016,BOGOTA,INST PEDAG FEDERICO BALART                                                                          ,URBANA,CR. 96B BIS NO.18-03 SUR,2994954 / 4020515                                 ,MARTHA PEÑA DE ORTIZ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,MÚLTIPLE DISCAPACIDAD,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,POLITECNICA COLOMBIANA (ANTES ESCUELA COLOMBIANA DE SISTEMAS) ,URBANA,AV CARACAS 46 57,,LUIS ALBERTO SILVA DURAN,CENTRO EDUCATIVO,,,,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,NOCTURNA,FIN DE SEMANA",,ACADÉMICA,"23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,escuelacolsistemas@hotmail.com milenio@escuelacolombiana.edu.co   director@escuelacolombiana.edu.co
2016,BOGOTA,GIMN DE ENSEÑANZA LA SABANA                                                                         ,URBANA,CR. 65B NO. 61-20 SUR,2042612,SANDRA PATRICIA SARRIA RODRIGUEZ,CENTRO EDUCATIVO,,,,PREESCOLAR,MAÑANA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,SÍNDROME DE DOWN",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,ges_saban@yahoo.com                               
2016,BOGOTA,TANDEM,URBANA,KR 14 B 106 40,7577154,LAURA MARIANA SAMPER TERNET,CENTRO EDUCATIVO,,,,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,,PERSONA NATURAL,SOCIEDAD,AFILADOR-CAMPOALEGRE,NO,A,,,info@tandem.com.co
2016,BOGOTA,COL DE LOS ANDES                                                                                    ,URBANA,CL 22 H 100 82,7036223 -- 2670551 -- 7042235,ALVARO ENRIQUE SANCHEZ MOJICA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,rectoria@colegiodelosandes.edu.co -- secretariaandes@gmail.com -- colegiodelosandes@gmail.com
2016,BOGOTA,CENT FE Y ALEGRIA GARCES NAVAS                                                                      ,URBANA,KR 105 A 74 A 15,2275582 -- 2286866,MARTHA CECILIA JIMENEZ PEÑA,INSTITUCION EDUCATIVA,AMORÚA,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,MÚLTIPLE DISCAPACIDAD",,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,A,,,garces@feyalegria.org.co
2016,BOGOTA,COL DE FORMACION INTEGRAL MUNDO NUEVO                                                               ,URBANA,TV 74 40 I 51 SUR,4521100 / 4521711                                 ,ALEJANDRO ALBARRACIN AVILA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,edumundonuevo@latinmail.com                       
2016,BOGOTA,COL GIMN LA SALETTE                                                                                 ,URBANA,KR 52 222 84,6760616  --  6760053  --  3204801407 ,LEONARDO SANABRIA ORTIZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,MÚLTIPLE DISCAPACIDAD,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,gclasalette@gmail.com
2016,BOGOTA,JARD INF PSICOPEDAG APRENDER A CREAR                                                                ,URBANA,KR 110 A BIS 71 C 03,4335269 / 4335267                                 ,BLANCA CECILIA VELA MENDOZA,CENTRO EDUCATIVO,,,,PREESCOLAR,MAÑANA,,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,blancavela164@hotmail.com   aprenderacrear@hotmail.com                        
2016,BOGOTA,ESC. NORMAL SUPERIOR DISTRITAL MARIA MONTESSORI (IED),URBANA,CL 10 SUR 13 27,2894420 -- 2894970 -- 3338201,MARIA CRISTINA CERMEÑO DE RODRIGUEZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA,TARDE",,"PEDAGOGICO,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,3,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,escnormalmariamont15@redp.edu.co / escdi
2016,BOGOTA,LICEO CENTRAL AMERICAS,URBANA,CL 49 ASUR 87 J 14,3142686523,NATALIA CATALINA RODRIGUEZ AMEZQUITA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ÚNICA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceocentralamericas@hotmail.com
2016,BOGOTA,JARD INF CHABITA                                                                                    ,URBANA,CR. 56A NO.2A-73,2628735,MARTHA LUCIA CIFUENTES,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,profe_martha40@hotmail.com                        
2016,BOGOTA,COLEGIO EL VIRREY JOSE SOLIS (IED),URBANA,KR 2 B ESTE 92 41 SUR,7671634 -- 7672789,JOSE MAXIMILIANO MEDINA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,DI-COGNITIVO,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,coldielvirreyjoses5@redp.edu.co
2016,BOGOTA,COL FRANCISCANO DEL VIRREY SOLIS                                                                    ,URBANA,CL 195 50 65,6785410,FRAY JOAQUIN ARTURO ECHEVERRY HINCAPIE OFM,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,secretaria@virreysolis.edu.co
2016,BOGOTA,JARD INF CASITA DE SUEÑOS                                                                           ,URBANA,CR. 50 NO.67-07,2501840,CARMENZA CERQUERA L.,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
2016,BOGOTA,JARDÍN INFANTIL EL OSITO PELUSIN,URBANA,CL 45 A BIS 19 36,2325049 -- 7006454 -- 3125233075,XIMENA LÓPEZ PATIÑO,CENTRO EDUCATIVO,,,,PREESCOLAR,"MAÑANA,COMPLETA",,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jardin@elositopelusin.com
2016,BOGOTA,GIMN MODERNO SANTA MARGARITA                                                                        ,URBANA,KR 22 A 63 A 04 SUR,7150495 / 7171842                                 ,CLARA LUCIA BELTRAN,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,SÍNDROME DE DOWN,MÚLTIPLE DISCAPACIDAD",INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,claralu@007mundo.com  gimnasiomodernosantamargarita@hotmail.com                             
2016,BOGOTA,COLEGIO PAULO FREIRE (IED) (LOTE CIUDADELA NUEVO MILENIO),URBANA,KR 11 65 C 50 SUR,7647442 -- 7391175 -- 7391176 -- 7391177 -- 739117,NORMA LEONOR RONCANCIO RAMIREZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,OTRO,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,"SV-BAJA VISIÓN,LIMITACIÓN FISICA (MOVILIDAD)",,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,colpaulofreire@redp.edu.co
2016,BOGOTA,EXTERN PORFIRIO BARBA JACOB                                                                         ,URBANA,KR 18 54 14 SUR,2794775 -- 7609181 -- 7606498,CESAR BADIC ALJURE ROBAYO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,"INDUSTRIAL,COMERCIAL,ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,externadoporfiriobarbajacob@hotmail.com
2016,BOGOTA,LICEO ALAMEDA,URBANA,KR 112 J 86 A 18,4316818,NELLY QUINTERO ZAMARRA,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceoalameda@hotmail.com
2016,BOGOTA,JARD INF AMIGOS PARA SIEMPRE                                                                        ,URBANA,CL 163 17 15,6714064 -- 2454737 -- 2450552,CARMEN CECILIA SIERRA SALAS,CENTRO EDUCATIVO,,,,PREESCOLAR,MAÑANA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,amigosparasiempre11@hotmail.com
2016,BOGOTA,COL CASABLANCA                                                                                      ,URBANA,CL 163 A 8 A 74,6711781,WILLIAM ALBERTO TORRES CORDOBA,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colcasablanca@hotmail.com -- contacto@colegiocasablanca.net
2016,BOGOTA,COL INTEGRAL EPIFANIO MEJIA                                                                         ,URBANA,CL 63 A 103 A 45,5471675,SOCORRO SALINAS QUINTERO,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,epifaniomejia@yahoo.com                           
2016,BOGOTA,LICEO Y PREESCOLAR NUESTRA SEÑORA DE LA LUZ,URBANA,TV 52 C 1 02,7139348,LUZ STELLA CAICEDO DE GARZÓN,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,nuestrasradelaluz@yahoo.com
2016,BOGOTA,INST UNIVERSAL SAN PEDRO                                                                            ,URBANA,KR 145 A 135 A 56,6978693,ROSA CECILIA REYES MANOSALVA,CENTRO EDUCATIVO,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,,"-1,0,1,2,3,4,5,6,8,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,SV-BAJA VISIÓN,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,A,,,
2016,BOGOTA,COL PEDAG DULCE MARIA                                                                               ,URBANA,TV 127 C 139 B 48,6889468  --  6086240  --  7968072,JACQUELINE AMELIA SARMIENTO ROBAYO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,PARALISIS CEREBRAL,LIMITACIÓN FISICA (MOVILIDAD),MÚLTIPLE DISCAPACIDAD,HIPOACUSIA O BAJA AUDICIÓN",,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,A,,,coldulmaria@hotmail.com --coldulmaria2@yahoo.es
2016,BOGOTA,COL BILING PRINCIPADO DE MONACO                                                                     ,URBANA,CL 58 21 41,2170510 -- 6096830,MONICA PALACIOS GOMEZ,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,info@principadodemonaco.edu.co -- colegioprincipadodemonaco@hotmail.com
2016,BOGOTA,TALLER DE APRENDIZAJE Y JUEGO,URBANA,KR 23 187 32,5284868,ESPERANZA ORTIZ SUAREZ,CENTRO EDUCATIVO,,,,PREESCOLAR,"MAÑANA,COMPLETA",,,-3,EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jardin_casita_feliz@yahoo.com -- tallerdeaprendizajeyjuego@lacasitafeliz.com
2016,BOGOTA,COL LA VILLA DE LA GAITANA                                                                          ,URBANA,TV 14 ESTE 57 43 SUR,3718980 -- 3716821 -- 3718821,TULIA AGRIPINA RODRIGUEZ GUAYABAN,CENTRO EDUCATIVO,,,,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colvillagaitana@hotmail.com
2016,BOGOTA,COLEGIO SAN ÁNGEL SALITRE (ANTIGUO COLEGIO SAN ÁNGEL),URBANA,CL 22 B 44 A 90,8129895,CLAUDIA PATRICIA MOLINA RINCÓN,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,sanangelacademic@gmail.com
2016,BOGOTA,GIMNASIO SANTA ANA                                                                         ,URBANA,CL 195 53 15,6746060,MARTA ELENA MEJIA DE ARBELAEZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,FUNDACION O CORPORACIONES,FUNDACION O CORPORACIONES,NO APLICA,NO,B,,,administracion@gimnasiosantaana.edu.co comunicaciones@gimnasiosantaana.edu.co
2016,BOGOTA,COLEGIO PABLO DE TARSO (IED),URBANA,KR 78 J BIS 65 J 04 SUR,7803081 -- 7803083 -- 7751576,ERIKA LOZANO MEDINA,INSTITUCION EDUCATIVA,AFRODESCENDIENTE,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11,14,15,18,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,SORDERA PROFUNDA,,2,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,cedpablodetarso7@redp.edu.co
2016,BOGOTA,COLEGIO MORISCO (IED),URBANA,DG 83 73 A 12,2760358,BLANCA ISABEL PEREZ ORTIZ,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE",,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,"TALENTO CIENTIFICO,TALENTO TECNOLOGICO,TALENTO SUBJETIVO/ARTÍSTICO",,,1,,OFICIAL,OFICIAL,NO APLICA,NO,A,,,escdimorisco10@redp.edu.co
2016,BOGOTA,LIC DEL CARIBE                                                                                      ,URBANA,CL 2 F 41 03,2474422 / 5604504                                 ,YOLANDA INES VARGAS GALINDO,INSTITUCION EDUCATIVA,,,,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceodelcaribe@hotmail.com                        
2016,BOGOTA,PSICOPEDAGOGICO LUMINOSO,URBANA,CL 29 A SUR 37 50,7591346 -- 2025767,LINA MARCELA ALDANA VELEZ,CENTRO EDUCATIVO,,,,PREESCOLAR,COMPLETA,,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,,1,,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,sanmafe2003@hotmail.com.es -- jaimecamargomolina@hotmail.com
